Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0528,TXN006736,NZL01,FIN,Finance & Accounting,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0528,PO-ESG-2570,5490.41,renewable_kwh,515.84,568.38,110.2,279.89,49.3,85,72970.14,-0.11,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0529,TXN006737,FJI01,ACT,Australian Capital Territory,Supplier ESG premium,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0529,PO-ESG-4132,83079.67,renewable_kwh,315.47,299.85,95.0,165.39,14.3,57,-7516.8,-0.16,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0530,TXN006738,PNG01,SA,South Australia Operations,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0530,PO-ESG-6340,106290.13,audit_evidence_count,755.18,926.52,122.7,115.26,20.7,50,83848.9,-0.44,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0531,TXN006739,FJI01,NT,Northern Territory Operations,Carbon offsets,5300,Professional Services,Energy Australia,BOB-ESG-0531,PO-ESG-4169,38465.14,renewable_kwh,673.27,670.62,99.6,483.48,36.9,76,-5007.48,-0.75,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0532,TXN006740,FJI01,FIN,Finance & Accounting,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0532,PO-ESG-2006,119971.18,audit_evidence_count,802.17,805.72,100.4,81.29,9.1,55,47333.19,0.38,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0533,TXN006741,PNG01,CORP,Corporate Head Office,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0533,PO-ESG-6449,84641.29,waste_kg_reduced,504.32,603.9,119.7,200.65,82.8,51,40322.2,-0.45,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0534,TXN006742,AUS01,SA,South Australia Operations,Energy usage,5110,Utilities,EcoVadis,BOB-ESG-0534,PO-ESG-2267,93100.51,renewable_kwh,61.47,55.68,90.6,81.2,49.5,69,-1221.11,0.39,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0535,TXN006743,NZL01,HR,Human Resources,Compliance assurance,5320,Audit Fees,Green Freight,BOB-ESG-0535,PO-ESG-8219,16268.54,waste_kg_reduced,857.31,838.81,97.8,504.39,9.0,55,-15849.06,0.12,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0536,TXN006744,PNG01,FIN,Finance & Accounting,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0536,PO-ESG-2401,84501.84,renewable_kwh,451.48,509.9,112.9,252.32,48.8,74,44226.16,0.0,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0537,TXN006745,PNG01,ACT,Australian Capital Territory,Waste reduction,5600,Telecommunications,Green Freight,BOB-ESG-0537,PO-ESG-6605,61409.62,waste_kg_reduced,267.66,333.1,124.4,336.32,83.8,60,-34628.49,-0.49,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0538,TXN006746,PNG01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0538,PO-ESG-9486,19466.84,supplier_score,628.47,511.42,81.4,548.43,5.8,94,31247.78,-0.31,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0539,TXN006747,NZL01,FIN,Finance & Accounting,Carbon offsets,5300,Professional Services,Bureau Veritas,BOB-ESG-0539,PO-ESG-8573,58928.29,supplier_score,391.95,349.33,89.1,310.59,16.8,95,21841.15,-0.68,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0540,TXN006748,AUS01,MKT,Marketing & Sales,Fleet emissions,5400,Travel,Green Freight,BOB-ESG-0540,PO-ESG-4279,19212.96,waste_kg_reduced,284.63,335.42,117.8,286.44,3.0,52,81195.94,-0.49,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0541,TXN006749,PNG01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,Carbon Neutral Pty Ltd,BOB-ESG-0541,PO-ESG-4224,15965.82,tCO2e avoided,891.26,634.69,71.2,495.57,73.0,53,827.6,0.28,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0542,TXN006750,PNG01,OPS,Operations & Logistics,Supplier ESG premium,6010,Direct Materials,Energy Australia,BOB-ESG-0542,PO-ESG-4928,31354.25,tCO2e avoided,668.99,449.52,67.2,398.78,82.7,83,2667.07,-0.38,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0543,TXN006751,FJI01,WA,Western Australia Operations,Energy usage,5110,Utilities,Green Freight,BOB-ESG-0543,PO-ESG-4395,81021.91,waste_kg_reduced,548.75,393.12,71.6,257.61,12.8,61,-1492.89,0.31,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0544,TXN006752,FJI01,HR,Human Resources,Waste reduction,5600,Telecommunications,Sustainable Packaging Co,BOB-ESG-0544,PO-ESG-1129,66763.3,tCO2e avoided,437.11,510.97,116.9,516.48,15.8,82,57352.51,-0.21,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0545,TXN006753,PNG01,FIN,Finance & Accounting,Fleet emissions,5400,Travel,Green Freight,BOB-ESG-0545,PO-ESG-7221,56499.87,supplier_score,481.22,547.96,113.9,22.39,90.9,45,41638.15,0.11,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0546,TXN006754,FJI01,FIN,Finance & Accounting,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0546,PO-ESG-7345,44079.4,tCO2e avoided,855.29,737.6,86.2,504.85,91.5,52,59378.43,-0.54,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0547,TXN006755,FJI01,QLD,Queensland Operations,Supplier ESG premium,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0547,PO-ESG-1577,101289.72,tCO2e avoided,372.42,329.75,88.5,162.67,29.4,67,10050.15,-0.49,No,None,Complete,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0548,TXN006756,FJI01,HR,Human Resources,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0548,PO-ESG-1949,108534.38,audit_evidence_count,880.1,688.05,78.2,64.41,88.1,69,70347.79,-0.5,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0549,TXN006757,PNG01,CORP,Corporate Head Office,Carbon offsets,5300,Professional Services,Energy Australia,BOB-ESG-0549,PO-ESG-5264,103703.84,tCO2e avoided,79.65,52.43,65.8,435.61,93.5,51,-18859.96,0.33,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0550,TXN006758,AUS01,IT,Information Technology,Fleet emissions,5400,Travel,Origin Energy,BOB-ESG-0550,PO-ESG-2333,106887.95,renewable_kwh,562.89,574.54,102.1,303.87,71.3,60,-40975.8,0.33,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0551,TXN006759,FJI01,IT,Information Technology,Sustainable packaging,6010,Direct Materials,Energy Australia,BOB-ESG-0551,PO-ESG-6229,52607.04,supplier_score,401.81,467.79,116.4,540.23,95.2,61,-10229.67,-0.6,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0552,TXN006760,PNG01,SA,South Australia Operations,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0552,PO-ESG-4184,70341.58,tCO2e avoided,729.98,510.98,70.0,125.76,34.6,50,-32498.66,-0.35,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0553,TXN006761,PNG01,ACT,Australian Capital Territory,Fleet emissions,5400,Travel,Green Freight,BOB-ESG-0553,PO-ESG-1234,118994.82,tCO2e avoided,362.06,332.77,91.9,336.68,38.5,75,10858.78,-0.5,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0554,TXN006762,FJI01,NSW,New South Wales Operations,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0554,PO-ESG-1218,108539.38,waste_kg_reduced,580.8,459.49,79.1,135.84,1.2,59,72548.91,-0.19,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0555,TXN006763,NZL01,VIC,Victoria Operations,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0555,PO-ESG-1267,44447.92,renewable_kwh,397.65,414.96,104.4,208.14,57.1,72,6267.46,-0.59,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0556,TXN006764,NZL01,VIC,Victoria Operations,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0556,PO-ESG-3491,34893.6,supplier_score,757.16,500.19,66.1,346.68,64.5,96,-6965.42,-0.67,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0557,TXN006765,AUS01,FIN,Finance & Accounting,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0557,PO-ESG-3572,52538.01,tCO2e avoided,530.23,504.09,95.1,319.63,48.6,83,10230.99,-0.64,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0558,TXN006766,AUS01,OPS,Operations & Logistics,Renewable sourcing premium,6000,Cost of Goods Sold,Energy Australia,BOB-ESG-0558,PO-ESG-8477,29960.46,audit_evidence_count,151.53,99.59,65.7,163.4,72.1,65,67081.04,0.19,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0559,TXN006767,PNG01,OPS,Operations & Logistics,Fleet emissions,5400,Travel,Energy Australia,BOB-ESG-0559,PO-ESG-9656,48648.89,tCO2e avoided,256.77,194.71,75.8,185.27,61.2,72,33446.28,0.11,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0560,TXN006768,AUS01,MKT,Marketing & Sales,Sustainable packaging,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0560,PO-ESG-7660,37938.3,renewable_kwh,904.54,753.7,83.3,124.17,50.5,68,23661.79,0.13,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0561,TXN006769,NZL01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0561,PO-ESG-6772,43476.5,supplier_score,687.92,842.31,122.4,544.26,79.9,79,-21698.59,-0.02,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0562,TXN006770,FJI01,TAS,Tasmania Operations,Fleet emissions,5400,Travel,Green Freight,BOB-ESG-0562,PO-ESG-9479,76884.96,audit_evidence_count,174.48,122.67,70.3,456.62,46.4,85,-45216.53,0.05,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0563,TXN006771,FJI01,WA,Western Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Carbon Neutral Pty Ltd,BOB-ESG-0563,PO-ESG-4456,36765.31,audit_evidence_count,913.06,686.65,75.2,341.13,93.4,51,17838.66,-0.79,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0564,TXN006772,NZL01,HR,Human Resources,Compliance assurance,5320,Audit Fees,Origin Energy,BOB-ESG-0564,PO-ESG-2383,32713.32,audit_evidence_count,490.27,487.42,99.4,279.18,6.5,54,42332.05,0.02,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0565,TXN006773,NZL01,VIC,Victoria Operations,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0565,PO-ESG-3171,96976.88,supplier_score,125.55,142.66,113.6,237.35,9.3,49,-46580.47,-0.58,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0566,TXN006774,NZL01,VIC,Victoria Operations,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0566,PO-ESG-9032,86200.87,audit_evidence_count,510.21,336.39,65.9,451.56,74.8,55,14862.13,0.2,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0567,TXN006775,FJI01,QLD,Queensland Operations,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0567,PO-ESG-3102,50282.56,tCO2e avoided,153.05,100.35,65.6,90.88,90.5,65,-11446.98,-0.25,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0568,TXN006776,PNG01,ACT,Australian Capital Territory,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0568,PO-ESG-7383,32132.18,supplier_score,886.76,633.67,71.5,264.23,24.5,64,13781.67,-0.75,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0569,TXN006777,NZL01,FIN,Finance & Accounting,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0569,PO-ESG-9920,73824.83,renewable_kwh,438.73,302.43,68.9,503.69,95.9,47,5630.44,0.16,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0570,TXN006778,FJI01,R&D,Research & Development,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0570,PO-ESG-6707,95983.77,supplier_score,82.89,57.19,69.0,411.09,52.1,97,-42011.12,-0.52,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0571,TXN006779,NZL01,HR,Human Resources,Compliance assurance,5320,Audit Fees,Energy Australia,BOB-ESG-0571,PO-ESG-7674,113679.17,supplier_score,924.53,857.16,92.7,31.25,26.9,48,15132.83,-0.35,No,None,Partial,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0572,TXN006780,AUS01,NSW,New South Wales Operations,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0572,PO-ESG-3901,98063.0,waste_kg_reduced,531.23,406.25,76.5,301.75,54.0,49,56032.18,-0.07,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0573,TXN006781,PNG01,VIC,Victoria Operations,Sustainable packaging,6010,Direct Materials,Energy Australia,BOB-ESG-0573,PO-ESG-8992,65496.56,waste_kg_reduced,376.22,359.79,95.6,356.62,92.3,88,46577.56,-0.43,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0574,TXN006782,PNG01,IT,Information Technology,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0574,PO-ESG-7335,92583.99,waste_kg_reduced,739.15,495.06,67.0,122.03,38.4,91,64902.12,0.04,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0575,TXN006783,PNG01,SA,South Australia Operations,Waste reduction,5600,Telecommunications,Sustainable Packaging Co,BOB-ESG-0575,PO-ESG-1287,51843.86,audit_evidence_count,162.16,193.29,119.2,428.52,51.3,54,8965.83,-0.51,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0576,TXN006784,NZL01,FIN,Finance & Accounting,Energy usage,5110,Utilities,Bureau Veritas,BOB-ESG-0576,PO-ESG-3544,29359.69,waste_kg_reduced,191.54,128.37,67.0,285.01,49.7,55,-16927.17,0.21,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0577,TXN006785,PNG01,WA,Western Australia Operations,Supplier ESG premium,6010,Direct Materials,Green Freight,BOB-ESG-0577,PO-ESG-3698,118336.04,tCO2e avoided,296.13,365.18,123.3,74.18,29.8,51,-28503.39,0.23,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0578,TXN006786,FJI01,VIC,Victoria Operations,Energy usage,5110,Utilities,Green Freight,BOB-ESG-0578,PO-ESG-5669,25198.76,tCO2e avoided,72.02,82.91,115.1,462.64,54.3,97,-34034.54,-0.36,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0579,TXN006787,FJI01,OPS,Operations & Logistics,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0579,PO-ESG-8312,80629.08,waste_kg_reduced,106.6,118.1,110.8,75.79,43.1,61,-2363.78,-0.62,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0580,TXN006788,NZL01,NT,Northern Territory Operations,Supplier ESG premium,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0580,PO-ESG-4991,30112.43,renewable_kwh,208.13,188.61,90.6,258.12,77.4,70,81584.41,-0.75,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0581,TXN006789,PNG01,NSW,New South Wales Operations,Carbon offsets,5300,Professional Services,Climate Active Advisor,BOB-ESG-0581,PO-ESG-6053,88489.75,renewable_kwh,702.25,557.91,79.4,303.69,18.7,76,12273.75,-0.32,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0582,TXN006790,AUS01,NT,Northern Territory Operations,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0582,PO-ESG-1384,54151.18,waste_kg_reduced,504.6,438.0,86.8,314.13,95.8,61,81369.31,-0.49,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
